THESIS_ID,phase,mode,m_max,T_min,r_rec,t_rec_or_historical_equivalent,terminal_time,terminal_regime,M_terminal,MR_terminal,water_removed_kg,useful_auxiliary_heat_MJ,LPG_energy_input_MJ,LPG_mass_kg,LPG_cost_USD,solar_cost_USD,impeller_electricity_kWh,electricity_cost_USD,total_cost_USD,total_operational_emissions_kgCO2e,f1,f2,f3,penalty_flag,nonphysical_flag,status,notes,current_rank,CURRENT_ND
T028,BASELINE,hybrid,0.15931368405166191,69.118367050482107,0.66361078998902601,0,19.199999999999999,M_DES_REACHED,0.1108728418551469,0.0036207492226272,171.117306111766,1646.31689400394,2110.6626846204399,45.724928176352599,51.191550075953401,6.1648666121330997,19.776,1.41829962544365,58.774716313530099,145.95532852905799,0.0036207492226272,0.34347616643252388,0.85295480536449286,0,0,OK,Productive objective v96j_fix1; no optimizer,1,YES
T029,BASELINE,hybrid,0.073565381349815107,45.191978277574499,0.46113234648961088,0,19.899999999999999,TMAX_REACHED,4.62590462883988,0.68716227039145605,53.726479650163,257.22997961344799,329.78202514544694,7.1443246348666998,7.9984609465999812,6.1648666121330997,20.497,1.47000846595462,15.633336024687701,30.533641904600096,0.68716227039145605,0.29098009261882202,0.56831644476649501,0,0,OK,Productive objective v96j_fix1; no optimizer,5,NO
T030,BASELINE,hybrid,0.109769177849232,56.2456291564446,0.49826687388713292,0,19.899999999999999,TMAX_REACHED,1.1319243873799201,0.158200198393213,144.569965928122,847.48778406049598,1086.5228000775601,23.538188909825799,26.352285817209001,6.1648666121330997,20.497,1.47000846595462,33.987160895296697,79.715234729477402,0.158200198393213,0.235091436019253,0.55139554206653485,0,0,OK,Productive objective v96j_fix1; no optimizer,2,NO
T031,BASELINE,hybrid,0.073573955057170598,45.724573701001695,0.714877860589749,0,19.899999999999999,TMAX_REACHED,5.6068087489327603,0.83566370426880787,28.222972527748201,274.12260960901102,351.439243088475,7.613501800010301,8.5237303631272194,6.1648666121330997,20.497,1.47000846595462,16.158605441214899,31.941173400030905,0.83566370426880787,0.57253379052571995,1.1317437725110999,0,0,OK,Productive objective v96j_fix1; no optimizer,9,NO
T032,BASELINE,hybrid,0.126981780387705,60.679071226821897,0.61913010580024386,0,19.899999999999999,TMAX_REACHED,0.43433840528659501,0.052590978825666802,162.70720146254899,1150.5346078247701,1475.04436900612,31.955033990600501,35.775402782472,6.1648666121330997,20.497,1.47000846595462,43.410277860559695,104.965769971802,0.052590978825666802,0.26679997855258902,0.64512061561062695,0,0,OK,Productive objective v96j_fix1; no optimizer,2,NO
T033,BASELINE,hybrid,0.0911107339817534,51.570755886095398,0.36669195485630601,0,19.899999999999999,TMAX_REACHED,2.36547864917133,0.34495094486188688,112.497555121546,541.34477212343995,694.03175913261498,15.0353500678643,16.8328941478057,6.1648666121330997,20.497,1.47000846595462,24.467769225893399,54.206718203592899,0.34495094486188688,0.21749600868621291,0.48184796678493502,0,0,OK,Productive objective v96j_fix1; no optimizer,3,NO
T034,BASELINE,hybrid,0.115021549458794,65.357695444890993,0.35400072437361702,0,19.899999999999999,TMAX_REACHED,0.19858737712009991,0.016900063675397401,168.836728194877,1370.9953775420699,1757.6863814641999,38.078127848011199,42.630540194880297,6.1648666121330997,20.497,1.47000846595462,50.265415272968099,123.335051544034,0.016900063675397401,0.29771611787543001,0.73049894334410304,0,0,OK,Productive objective v96j_fix1; no optimizer,3,NO
T035,BASELINE,hybrid,0.163161328923149,69.35694281494969,0.63690710882316404,0,18.800000000000001,M_DES_REACHED,0.110472663920073,0.0035601653225831001,171.12771073807801,1676.7763662595701,2149.71329007638,46.570911830077499,52.138674900426899,6.1648666121330997,19.364000000000001,1.3887517165802401,59.692293229140198,148.31035149023199,0.0035601653225831001,0.34881722528564102,0.86666473156548485,0,0,OK,Productive objective v96j_fix1; no optimizer,1,YES
T036,BASELINE,hybrid,0.093757575721761896,69.145554464293497,0.53725955828317795,0,19.899999999999999,TMAX_REACHED,0.162349157883074,0.011413872509893201,169.77892189504001,1130.0832569665199,1448.8246884186101,31.387016646850402,35.139476397099699,6.1648666121330997,20.497,1.47000846595462,42.774351475187501,103.26171794055099,0.011413872509893201,0.25194147187264587,0.60821282635066487,0,0,OK,Productive objective v96j_fix1; no optimizer,1,YES
T037,BASELINE,hybrid,0.114323010288718,50.880672345986497,0.0032237427132868002,0,19.899999999999999,TMAX_REACHED,2.0936713486207399,0.303801383917773,119.56454493586099,849.55086023709509,1089.16776953474,23.5954889413938,26.4164363266216,6.1648666121330997,20.497,1.47000846595462,34.051311404709303,79.887134824181402,0.303801383917773,0.28479438802678292,0.66815070359725903,0,0,OK,Productive objective v96j_fix1; no optimizer,4,NO
T038,BASELINE,hybrid,0.18292480491879901,69.691875612989094,0.41120251967975502,0,17.5,M_DES_REACHED,0.110441206637914,0.0035554029289804,171.128528627414,2188.3613181596202,2805.5914335379798,60.779710431932003,68.046199617374199,6.1648666121330997,18.024999999999999,1.29272101277416,75.503787242281504,190.34223129579601,0.0035554029289804,0.44121098830149102,1.1122764440417401,0,0,OK,Productive objective v96j_fix1; no optimizer,1,YES
T039,BASELINE,hybrid,0.073562778986456301,45.538669383317398,0.739563764801629,0,19.899999999999999,TMAX_REACHED,5.7063522893019796,0.85073384025381804,25.6348404781486,278.00551287144498,356.41732419416002,7.7213458447608287,8.6444676510229499,6.1648666121330997,20.497,1.47000846595462,16.279342729110699,32.264705534282498,0.85073384025381804,0.63504755346487685,1.2586271235736901,0,0,OK,Productive objective v96j_fix1; no optimizer,10,NO
T040,BASELINE,hybrid,0.118237987201899,66.406922990339396,0.55618819042664402,0,19.899999999999999,TMAX_REACHED,0.173848984208405,0.0131548588750952,169.47992641058099,1287.2257064944199,1650.2893673005401,35.751502757810698,40.025756555776297,6.1648666121330997,20.497,1.47000846595462,47.660631633864099,116.35517627343199,0.0131548588750952,0.28121697149196101,0.68654252298617502,0,0,OK,Productive objective v96j_fix1; no optimizer,2,NO
T041,BASELINE,hybrid,0.094255649105904907,46.228762883254397,0.68180125997977903,0,19.899999999999999,TMAX_REACHED,4.7981444890215599,0.71323807707212505,49.248243285439401,379.93600862646002,487.09744695699902,10.552371034597,11.8139547022183,6.1648666121330997,20.497,1.47000846595462,19.448829780305999,40.757781103791103,0.71323807707212505,0.39491418338684492,0.82759867935921805,0,0,OK,Productive objective v96j_fix1; no optimizer,6,NO
T042,BASELINE,hybrid,0.190086602771221,69.805226122799397,0.25047558250020302,0,17.100000000000001,M_DES_REACHED,0.1104553067361809,0.0035575375767685001,171.12816202485899,2585.5963067907801,3314.8670599881798,71.812544627126996,80.398059023358101,6.1648666121330997,17.613,1.2631731039107501,87.8260987394019,223.25780588138096,0.0035575375767685001,0.51321826694219785,1.3046234076244501,0,0,OK,Productive objective v96j_fix1; no optimizer,2,NO
T043,BASELINE,hybrid,0.18147771522912601,69.439729457421393,0.31087309061972601,0,17.600000000000001,M_DES_REACHED,0.111022719251248,0.0036434395220876002,171.113409299468,2378.06124603533,3048.7964692760702,66.048450374264803,73.944841241366902,6.1648666121330997,18.128,1.3001079899900101,81.40981584348998,206.19418312279501,0.0036434395220876002,0.47576526104400002,1.20501475580988,0,0,OK,Productive objective v96j_fix1; no optimizer,4,NO
T044,BASELINE,hybrid,0.073565381349815107,45.691978277574499,0.69751663868184188,0,19.899999999999999,TMAX_REACHED,5.5925014783272404,0.83349769216194702,28.594961563491701,265.74386880028999,340.69726769267999,7.3807900280043297,8.2631968466182002,6.1648666121330997,20.497,1.47000846595462,15.898071924705899,31.243038084013001,0.83349769216194702,0.55597458627129703,1.09260640251751,0,0,OK,Productive objective v96j_fix1; no optimizer,7,NO
