0.00000	1.00067
0.08334	0.98465
0.16667	0.97364
0.25000	0.95862
0.33334	0.93359
0.41667	0.91857
0.50000	0.88953
0.58334	0.87852
0.66667	0.86851
0.75000	0.84048
0.83334	0.84048
0.91667	0.81545
1.00000	0.80043
1.08334	0.78541
1.16667	0.77340
1.25000	0.75537
1.33334	0.73835
1.41667	0.72634
1.50000	0.71633
1.58334	0.70632
1.66667	0.69730
1.75000	0.68429
1.83334	0.67728
1.91667	0.67227
2.00000	0.66627
2.08334	0.65926
2.16667	0.65325
2.58334	0.63823
2.63334	0.63223
2.66667	0.63223
2.75000	0.61421
2.83334	0.61220
2.91667	0.60219
3.00000	0.58918
3.08334	0.58317
3.16667	0.56815
3.25000	0.56114
3.33334	0.55013
3.41667	0.52810
3.50000	0.51909
3.58334	0.51409
3.66667	0.50207
3.75000	0.49606
3.83334	0.48505
3.91667	0.47604
4.00000	0.46102
4.08334	0.45401
4.16667	0.44901
4.25000	0.43499
4.33334	0.42898
4.41667	0.42298
4.50000	0.40996
4.58334	0.40596
4.66667	0.39494
4.75000	0.38593
4.83334	0.37292
4.91667	0.36791
5.00000	0.36090
5.08334	0.35690
5.16667	0.34689
5.25000	0.34188
5.33334	0.33087
5.41667	0.32386
5.50000	0.32085
5.58334	0.31485
5.66667	0.30984
5.75000	0.30484
5.83334	0.29783
5.91667	0.29783
6.00000	0.28882
6.08334	0.28581
6.16667	0.28081
6.25000	0.28081
6.33334	0.27981
6.41667	0.27079
6.50000	0.27079
6.58334	0.26178
6.66667	0.26178
6.75000	0.25277
6.83334	0.24577
6.91667	0.24577
7.00000	0.24577
7.08334	0.24076
7.16667	0.23776
7.25000	0.23776
7.33334	0.23675
7.41667	0.22874
7.50000	0.22874
7.58334	0.22874
7.66667	0.22874
7.75000	0.22874
7.83334	0.22874
7.91667	0.22874
8.00000	0.22674
8.08334	0.22474

4.17	0.449007998
4.25	0.434991241
4.34	0.428984059
4.42	0.422976877
4.50	0.409961317
4.59	0.405956529
4.67	0.394943363
4.75	0.38593259
4.84	0.37291703
4.92	0.367911045
5.00	0.360902666
5.09	0.356897879
5.17	0.346885909
5.25	0.341879924
5.34	0.330866758
5.42	0.323858379
5.50	0.320854788
5.59	0.314847607
5.67	0.309841622
5.75	0.304835637
5.84	0.297827258
5.92	0.297827258
6.00	0.288816486
6.09	0.285812895
6.17	0.28080691
6.25	0.28080691
6.34	0.279805713
6.42	0.270794941
6.50	0.270794941
6.59	0.261784168
6.67	0.261784168
6.75	0.252773396
6.84	0.245765017
6.92	0.245765017
7.00	0.245765017
7.09	0.240759032
7.17	0.237755441
7.25	0.237755441
7.34	0.236754244
7.42	0.228744669
7.50	0.228744669
7.59	0.228744669
7.67	0.228744669
7.75	0.228744669
7.84	0.228744669
7.92	0.228744669
8.00	0.226742275
8.09	0.224739881
