13.1000	0.6638	57.5912	39.2199	0.1136	0.3705	0.6725	48.4027	34.0585	0.1773	0.4543	0.6781	42.2770	30.4900	0.2426	0.5274	0.6804	39.5745	28.8860	0.2799	0.5653	0.6836	35.8961	26.6758	0.3415	0.6232
13.2000	0.6501	57.6964	38.1871	0.1115	0.3856	0.6594	48.4913	33.2357	0.1741	0.4687	0.6652	42.3546	29.8479	0.2384	0.5395	0.6677	39.6472	28.3366	0.2750	0.5754	0.6711	35.9621	26.2681	0.3357	0.6296
13.3000	0.6367	60.8656	38.2209	0.0988	0.3921	0.6465	50.7219	33.3234	0.1600	0.4759	0.6526	43.9594	29.9781	0.2251	0.5472	0.6552	40.9760	28.4834	0.2631	0.5834	0.6588	36.9152	26.4297	0.3271	0.6383
13.4000	0.6234	61.1854	39.9714	0.0931	0.3441	0.6337	50.9685	34.6891	0.1511	0.4241	0.6402	44.1571	31.0244	0.2130	0.4947	0.6429	41.1521	29.3643	0.2492	0.5317	0.6466	37.0620	27.0551	0.3102	0.5895
13.5000	0.6103	62.6853	40.8375	0.0843	0.3205	0.6211	52.0556	35.3772	0.1389	0.3972	0.6279	44.9691	31.5875	0.1980	0.4656	0.6308	41.8427	29.8750	0.2329	0.5015	0.6346	37.5873	27.5037	0.2923	0.5574
13.6000	0.5972	61.8102	42.1853	0.0859	0.2926	0.6086	51.4820	36.4483	0.1399	0.3670	0.6158	44.5966	32.4601	0.1977	0.4342	0.6188	41.5589	30.6564	0.2315	0.4699	0.6228	37.4242	28.1559	0.2888	0.5257
13.7000	0.5844	62.4932	42.2252	0.0819	0.2874	0.5964	51.9932	36.4652	0.1343	0.3609	0.6038	44.9932	32.4860	0.1906	0.4267	0.6070	41.9049	30.6971	0.2238	0.4613	0.6112	37.7015	28.2325	0.2800	0.5150
13.8000	0.5718	57.9639	42.8749	0.1045	0.2826	0.5843	48.8499	36.9931	0.1624	0.3589	0.5921	42.7739	32.9354	0.2214	0.4274	0.5954	40.0933	31.1110	0.2550	0.4635	0.5998	36.4447	28.5941	0.3104	0.5198
13.9000	0.5597	55.4421	40.4146	0.1180	0.3194	0.5727	47.1087	35.0011	0.1777	0.3990	0.5807	41.5532	31.3351	0.2366	0.4672	0.5841	39.1022	29.7132	0.2695	0.5019	0.5887	35.7661	27.5117	0.3230	0.5540
14.0000	0.5481	61.3980	38.6289	0.0906	0.3552	0.5614	51.2839	33.6878	0.1463	0.4339	0.5697	44.5412	30.3936	0.2053	0.4986	0.5732	41.5665	28.9485	0.2397	0.5307	0.5778	37.5176	26.9941	0.2976	0.5780
14.1000	0.5365	61.5424	41.7184	0.0904	0.3018	0.5502	51.4085	36.1912	0.1460	0.3784	0.5587	44.6525	32.3922	0.2050	0.4460	0.5623	41.6720	30.6757	0.2393	0.4816	0.5671	37.6151	28.2867	0.2972	0.5374
14.2000	0.5250	61.6869	42.4439	0.0902	0.2905	0.5391	51.5330	36.6772	0.1457	0.3688	0.5478	44.7638	32.6983	0.2046	0.4391	0.5516	41.7774	30.9050	0.2390	0.4763	0.5565	37.7125	28.4278	0.2968	0.5344
14.3000	0.5136	62.0930	42.8456	0.0861	0.2774	0.5282	51.8426	36.9310	0.1396	0.3544	0.5372	45.0091	32.8668	0.1965	0.4236	0.5410	41.9942	31.0437	0.2298	0.4601	0.5461	37.8907	28.5354	0.2859	0.5169
14.4000	0.5025	61.8174	43.4389	0.0882	0.2704	0.5174	51.6738	37.4091	0.1424	0.3478	0.5267	44.9115	33.2783	0.1998	0.4175	0.5306	41.9281	31.4284	0.2333	0.4542	0.5359	37.8673	28.8839	0.2897	0.5115
14.5000	0.4915	61.2932	43.4725	0.0893	0.2662	0.5069	51.3339	37.4024	0.1431	0.3435	0.5164	44.6944	33.2560	0.1997	0.4128	0.5205	41.7653	31.4029	0.2326	0.4493	0.5258	37.7783	28.8593	0.2877	0.5061
14.6000	0.4809	60.8749	43.3627	0.0931	0.2714	0.4966	51.0744	37.3351	0.1483	0.3504	0.5064	44.5407	33.2358	0.2060	0.4209	0.5105	41.6582	31.4088	0.2393	0.4578	0.5160	37.7348	28.9058	0.2950	0.5151
14.7000	0.4704	57.2586	43.1212	0.1070	0.2664	0.4865	48.5639	37.1384	0.1631	0.3438	0.4965	42.7675	33.0790	0.2193	0.4124	0.5007	40.2102	31.2718	0.2509	0.4483	0.5063	36.7295	28.7977	0.3026	0.5036
14.8000	0.4604	57.4745	41.1665	0.1100	0.3026	0.4768	48.7453	35.6798	0.1678	0.3834	0.4869	42.9259	32.0167	0.2259	0.4520	0.4912	40.3585	30.4064	0.2585	0.4866	0.4969	36.8639	28.2258	0.3120	0.5387
14.9000	0.4507	58.2568	40.8913	0.1004	0.2929	0.4673	49.3168	35.5164	0.1545	0.3684	0.4775	43.3568	31.9165	0.2091	0.4322	0.4819	40.7274	30.3243	0.2400	0.4645	0.4876	37.1484	28.1519	0.2909	0.5135
15.0000	0.4411	59.5159	41.6318	0.0991	0.2917	0.4579	50.2164	36.2159	0.1547	0.3681	0.4683	44.0167	32.5674	0.2116	0.4335	0.4727	41.2816	30.9451	0.2441	0.4671	0.4785	37.5588	28.7212	0.2979	0.5183
