seed,row,source,x,f,inclusion,reason
61005,3,returned,"[0.15615433720654628, 64.33983632579614, 0.1901823023442058, 1.8176500077387157]","[0.010252176276768126, 0.4459293221374952, 1.1281084174411573]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,4,returned,"[0.1005582276936317, 60.34935319432581, 0.22719555662474894, 0.8072652549443058]","[0.07554430358794673, 0.2531784120759462, 0.6068865308633986]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,5,returned,"[0.16839476196590125, 64.2424861279426, 0.21136790418077728, 3.212521515861319]","[0.008929541615490151, 0.47813309159670003, 1.2144920129912098]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,6,returned,"[0.07018314711424696, 50.95792795077908, 0.15605979106714948, 0.39608542338192765]","[0.3803920594806317, 0.1921926690267648, 0.4082692185684976]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,7,returned,"[0.10785022233733607, 54.75670175511788, 0.19299323267967064, 2.935652029903705]","[0.18684028582011628, 0.2558896558439077, 0.60436013638935]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,8,returned,"[0.1078851725647477, 64.47021945628425, 0.23120122962336456, 2.1288938688286856]","[0.024067142054647165, 0.2975729541101698, 0.7296212808274294]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,9,returned,"[0.199961228164987, 64.47403329511573, 0.23295923299772525, 3.4193076694543283]","[0.00589099892059025, 0.568077474790889, 1.4557142999957604]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,10,population,"[0.07029379730525767, 55.02824761664851, 0.16309286945609364, 0.41469330164349744]","[0.2684508207684285, 0.18818519269308834, 0.41386353441588397]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,11,population,"[0.07022135274398865, 55.20578355526896, 0.17173427860545387, 0.4219339994707009]","[0.26594714832529864, 0.18802280494268397, 0.413736741567503]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,12,population,"[0.07018314711424696, 50.95792795077908, 0.15605979106714948, 0.39608542338192765]","[0.3803920594806317, 0.1921926690267648, 0.4082692185684976]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,13,population,"[0.07040502580843208, 55.032013116257964, 0.16618710000172202, 0.4180356350277683]","[0.26857523133079764, 0.18831948563884873, 0.41420801357953774]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,14,population,"[0.07018314711424696, 50.95733709735938, 0.15605979106714948, 0.3960215202479282]","[0.380409445411811, 0.19219383325050265, 0.40826934317594293]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,15,population,"[0.199961228164987, 64.45962943198283, 0.22845081685413957, 3.4184673325836497]","[0.005912731940228752, 0.5695219345884361, 1.4595834738390812]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,16,population,"[0.07038288520796929, 55.07402298442021, 0.17039357388499113, 0.42156103230232833]","[0.268470157228511, 0.18827346424517197, 0.41409768050087575]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,17,population,"[0.199961228164987, 64.47110360761573, 0.23217722005827213, 3.418309172445051]","[0.0058955204254878615, 0.5683215501183342, 1.4563680307480213]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,18,population,"[0.10607543300330434, 59.369472792735465, 0.17229760614053555, 1.3203592929483454]","[0.08178276748109044, 0.26967663063933345, 0.6506097232032102]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,19,population,"[0.15615433720654628, 64.33983632579614, 0.1901823023442058, 1.8176500077387157]","[0.010252176276768126, 0.4459293221374952, 1.1281084174411573]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,20,population,"[0.1005582276936317, 60.34935319432581, 0.22719555662474894, 0.8072652549443058]","[0.07554430358794673, 0.2531784120759462, 0.6068865308633986]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,21,population,"[0.16839476196590125, 64.2424861279426, 0.21136790418077728, 3.212521515861319]","[0.008929541615490151, 0.47813309159670003, 1.2144920129912098]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,22,population,"[0.07018314711424696, 50.957356661132216, 0.15605979106714948, 0.39607869500234155]","[0.3804088697378942, 0.1921937946985648, 0.40826933904528334]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,23,population,"[0.199961228164987, 64.47305673261573, 0.232310734462569, 3.418564757161848]","[0.00589218892275803, 0.5683020623778926, 1.4563160336232253]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,24,population,"[0.07018314711424696, 50.95792795077908, 0.15605979106714948, 0.39608542338192765]","[0.3803920594806317, 0.1921926690267648, 0.4082692185684976]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,25,population,"[0.10785022233733607, 54.75670175511788, 0.19299323267967064, 2.935652029903705]","[0.18684028582011628, 0.2558896558439077, 0.60436013638935]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,26,population,"[0.1116735936531584, 55.44259354062213, 0.18845832615918606, 0.872568783475375]","[0.15830317633281027, 0.26362700373965703, 0.6278509003226813]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,27,population,"[0.09867777662116248, 60.105505308283355, 0.15760267311334084, 0.6716639670642051]","[0.08103977130381403, 0.25650734902632255, 0.6153790598181265]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,28,population,"[0.14714653034445926, 58.884242577071916, 0.20772720885447377, 2.095734325927081]","[0.04803719155622824, 0.36101737213781016, 0.8979229781468916]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,29,population,"[0.1078851725647477, 64.47021945628425, 0.23120122962336456, 2.1288938688286856]","[0.024067142054647165, 0.2975729541101698, 0.7296212808274294]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,30,population,"[0.1638965574676057, 63.88232650671707, 0.1756658089530409, 1.7918067571886487]","[0.010486912734249747, 0.46746625091907956, 1.1858037226625329]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,31,population,"[0.199961228164987, 64.47305673261573, 0.232310734462569, 3.418564757161848]","[0.00589218892275803, 0.5683020623778926, 1.4563160336232253]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,32,population,"[0.07064284210506236, 55.02824761664851, 0.16309668415335926, 0.41566986414349744]","[0.26710040041664584, 0.18863104577832246, 0.415224835793983]",INCLUDED_BEFORE_EXACT_DEDUP,
61005,33,population,"[0.199961228164987, 64.47403329511573, 0.23295923299772525, 3.4193076694543283]","[0.00589099892059025, 0.568077474790889, 1.4557142999957604]",INCLUDED_BEFORE_EXACT_DEDUP,
