diagnosis,decision,seed,rngControl,PopulationSize,MaxGenerations,modeFormal,referenceMode,nSolutions,nFiniteRows,nPenaltyRows,minMR,minCost,minCO2,exitflag,generations,funccount,output_message,formalRuntime_h,wrapperElapsed_h,CO2_status,R2_R3_current_run
POSTRUN_AUDIT_R1_SEEDAWARE_v96z_PASS_WITH_WARNINGS,R1_EVIDENCE_CONSISTENT_POSTPROCESS_ONLY_DO_NOT_RUN_R2_R3,61001,EXTERNAL_SEED_APPLIED,24,50,hybrid,gasLP,9,9,0,0.014734459102958,0.246303839698567,0.893115176231879,0,50,1200,gamultiobj stopped because it exceeded options.MaxGenerations.,3.85731256280556,3.88203267297222,PROVISIONAL_FOR_CODE_VALIDATION,NO_EVIDENCE_IN_CURRENT_R1_RUN
