repID,seed,populationSize_expected,maxGenerations_expected,confirm_execute,clone,runDir,repDir
R1,61001,24,50,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\02_src_limpio\production\run_guarded_triobjective_formal_ga_v96m_seedaware_v96z_rngfix.m,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\runs\SEEDAWARE_FORMAL_R1_ONLY_v96z_rngfix_20260630_172906,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\runs\SEEDAWARE_FORMAL_R1_ONLY_v96z_rngfix_20260630_172906\R1
