selection,mode,solution_index,m_max,T_min,r_div2,t_rec_ini,MR,cost_specific_USD_per_kgwater,CO2_specific_kgCO2_per_kgwater,penalized,MR_feasible_010,cost_reduction_vs_gasLP_pct,CO2_reduction_vs_gasLP_pct,MR_reduction_vs_gasLP_pct,cost_reduction_vs_hybrid_ref_pct,CO2_reduction_vs_hybrid_ref_pct,MR_reduction_vs_hybrid_ref_pct,norm_MR,norm_cost,norm_CO2,norm_L2_all_objectives,norm_sum_all_objectives,norm_chebyshev
min_cost_all,hybrid,1,0.0700461425280302,60.1565917725028,0.768305386189501,12.8784609406904,0.161225992904947,0.246303839698573,0.893115176231881,0,0,34.8191452298643,46.8709550052665,-67.9286129882784,7.30223348261175,15.6164799478571,-68.0887172796976,1,0,0,1,1,1
min_CO2_all,hybrid,1,0.0700461425280302,60.1565917725028,0.768305386189501,12.8784609406904,0.161225992904947,0.246303839698573,0.893115176231881,0,0,34.8191452298643,46.8709550052665,-67.9286129882784,7.30223348261175,15.6164799478571,-68.0887172796976,1,0,0,1,1,1
min_MR_all,hybrid,9,0.0922636604667417,67.675076369967,0.432994031553454,13.828920062323,0.014734459102959,0.400134038181544,1.81565093840689,0,1,-5.88985808429636,-8.00824235048567,84.6529877986163,-50.5925839093909,-71.5467628880279,84.6383558519207,0,1,1,1.4142135623731,2,1
balanced_L2_all,hybrid,3,0.0755184246822468,65.0538554446214,0.788632420409064,12.8744680049588,0.0582807544013254,0.277021807638618,1.1599939785415,0,1,26.6900660828072,30.9950452979983,39.296349960796,-4.25863793327725,-9.5988263928096,39.2384746844917,0.297261515175531,0.199687501173222,0.289288299979193,0.460355544154851,0.786237316327945,0.297261515175531
min_cost_MR_le_0p1,hybrid,7,0.0705015592632958,64.4291630767116,0.742590225104149,13.2547748075382,0.0761725501036987,0.258768636265087,1.05272232979027,0,1,31.5205117382567,37.3763502011451,20.6607417562271,2.61104067285474,0.536438984290615,20.5850991632419,0.419396871656661,0.0810295812489259,0.173009177641083,0.460859744977595,0.67343563054667,0.419396871656661
min_CO2_MR_le_0p1,hybrid,7,0.0705015592632958,64.4291630767116,0.742590225104149,13.2547748075382,0.0761725501036987,0.258768636265087,1.05272232979027,0,1,31.5205117382567,37.3763502011451,20.6607417562271,2.61104067285474,0.536438984290615,20.5850991632419,0.419396871656661,0.0810295812489259,0.173009177641083,0.460859744977595,0.67343563054667,0.419396871656661
balanced_L2_MR_le_0p1,hybrid,3,0.0755184246822468,65.0538554446214,0.788632420409064,12.8744680049588,0.0582807544013254,0.277021807638618,1.1599939785415,0,1,26.6900660828072,30.9950452979983,39.296349960796,-4.25863793327725,-9.5988263928096,39.2384746844917,0.297261515175531,0.199687501173222,0.289288299979193,0.460355544154851,0.786237316327945,0.297261515175531
min_MR_MR_le_0p1,hybrid,9,0.0922636604667417,67.675076369967,0.432994031553454,13.828920062323,0.014734459102959,0.400134038181544,1.81565093840689,0,1,-5.88985808429636,-8.00824235048567,84.6529877986163,-50.5925839093909,-71.5467628880279,84.6383558519207,0,1,1,1.4142135623731,2,1
