file,folder,path,bytes,modified,nVariables,variable_names,has_formal,has_X,has_F,has_Tsolutions,has_Tsummary,has_Tbounds,has_Tgaopts,has_population_scores,load_status,error_message,article_value
DRYING_ENDPOINT_LOGIC_TRACE_AUDIT_v95h.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\endpoint_logic_audit_v95h\DRYING_ENDPOINT_LOGIC_TRACE_AUDIT_v95h_20260627_111115\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\endpoint_logic_audit_v95h\DRYING_ENDPOINT_LOGIC_TRACE_AUDIT_v95h_20260627_111115\mat\DRYING_ENDPOINT_LOGIC_TRACE_AUDIT_v95h.mat,17345,27-jun.-2026 12:11:16,19,"MR_gas_recalc, MR_hyb_recalc, Tassign, Tchecks, Teval95g, Tlines, audit95gDir, contextMd, diagnosis, endpointDir, endpointFlags, files, outAssignCsv, outChecksCsv, outLinesCsv, outMat, outMd, outTxt, patterns",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
MINIMAL_PHYSICS_OPERATION_AUDIT_v95g.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\minimal_physics_audit_v95g\MINIMAL_PHYSICS_OPERATION_AUDIT_v95g_20260627_110556\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\minimal_physics_audit_v95g\MINIMAL_PHYSICS_OPERATION_AUDIT_v95g_20260627_110556\mat\MINIMAL_PHYSICS_OPERATION_AUDIT_v95g.mat,9571,27-jun.-2026 12:06:47,25,"Tchecks, Teval, Tsource, auditDir, auditFlags, delta_MR, delta_Q_aux, delta_dry_time, diagnosis, formalDesign, gateDir, guard_v628b, launchCommand, objective_v628b, outChecksCsv, outEvalCsv, outMat, outMd, outSourceCsv, outTxt, reduction_Q_aux_pct, varNames, wrapper_v10, wrapper_v17, x_selected",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
FORMAL_RUN_VALUE_GATE_v94h.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\formal_value_gate_v94h\FORMAL_RUN_VALUE_GATE_v94h_20260627_110147\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\formal_value_gate_v94h\FORMAL_RUN_VALUE_GATE_v94h_20260627_110147\mat\FORMAL_RUN_VALUE_GATE_v94h.mat,11403,27-jun.-2026 12:01:48,28,"MaxGenerations, PopulationSize, Tco2, Tdecisions, Tpending_v92g, Tphysics, Tprereq, approvalDir, designDir, diagnosis, estimatedEvaluations, estimatedHours, formalDesign, gateDir, gateFlags, latestProductiveDir, launchCommand, masterRealignmentStatus, mat634, modeToRun, objectiveName, outCO2Csv, outDecisionsCsv, outMat, outMd, outPhysicsCsv, outPrereqCsv, outTxt",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
GUARDED_FORMAL_RUN_EXECUTION_APPROVAL_v94g.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_formal_approval_v94g\GUARDED_FORMAL_RUN_EXECUTION_APPROVAL_v94g_20260627_105218\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_formal_approval_v94g\GUARDED_FORMAL_RUN_EXECUTION_APPROVAL_v94g_20260627_105218\mat\GUARDED_FORMAL_RUN_EXECUTION_APPROVAL_v94g.mat,8128,27-jun.-2026 11:52:18,24,"MaxGenerations, PopulationSize, Tchecklist, Tinterrupt, Tpending, approvalDir, approvalFlags, designDir, diagnosis, estimatedEvaluations, estimatedHours, formalSafeDir, formalScript, launchCommand, modeToRun, objectiveName, outChecklistCsv, outInterruptCsv, outMat, outMd, outTxt, preflightFlags, recommendedScenario, runConditions",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
GUARDED_FORMAL_GA_v93g.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_formal_v93g\GUARDED_FORMAL_GA_v93g_20260627_104749\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_formal_v93g\GUARDED_FORMAL_GA_v93g_20260627_104749\mat\GUARDED_FORMAL_GA_v93g.mat,7843,27-jun.-2026 11:48:44,31,"Tbounds, Tpreflight, Tsummary, designDir, diagnosis, diaryFile, executionStatus, exitflag, formalConfig, formalFlags, fvalGA, gaErrMsg, gaStatus, history, lb, logsDir, matDir, modeDir, outMat, outMd, outTxt, output, population, preflightFlags, runDir, runtime_seconds, scores, tablesDir, ub, xGA, x_selected",0,0,0,0,1,1,0,1,OK,,Optimization/front data candidate.
GUARDED_FORMAL_RUN_DESIGN_v92g.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_formal_design_v92g\GUARDED_FORMAL_RUN_DESIGN_v92g_20260627_104401\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_formal_design_v92g\GUARDED_FORMAL_RUN_DESIGN_v92g_20260627_104401\mat\GUARDED_FORMAL_RUN_DESIGN_v92g.mat,12734,27-jun.-2026 11:44:01,23,"Taccept, Tga, Tpending, Trisks, Tscenarios, Ttime, designDir, designFlags, diagnosis, flags, formalDesign, metrics, outAcceptCsv, outMat, outMd, outPendingCsv, outRisksCsv, outScenariosCsv, outTimeCsv, outTxt, postrunDir, smokeConfig, smokeRunDir",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
GUARDED_SMOKE_GA_v91g.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_smoke_v91g\GUARDED_SMOKE_GA_v91g_20260627_011109\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_smoke_v91g\GUARDED_SMOKE_GA_v91g_20260627_011109\mat\GUARDED_SMOKE_GA_v91g.mat,13723,27-jun.-2026 02:20:53,18,"Tconfig, Tga, Tpreflight, diagnosis, diaryFile, lb, logsDir, matDir, modeResults, outMd, outTxt, preflightFlags, runDir, smokeConfig, smokeFlags, tablesDir, ub, x_selected",0,0,0,0,0,0,0,0,OK,,Seed-control smoke validation; not final optimization result.
GUARDED_SMOKE_GA_v91g_hybrid_history_live.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_smoke_v91g\GUARDED_SMOKE_GA_v91g_20260627_011109\hybrid\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_smoke_v91g\GUARDED_SMOKE_GA_v91g_20260627_011109\hybrid\mat\GUARDED_SMOKE_GA_v91g_hybrid_history_live.mat,2381,27-jun.-2026 02:20:53,4,"flag, history, mode, state",0,0,0,0,0,0,0,0,OK,,Seed-control smoke validation; not final optimization result.
GUARDED_SMOKE_GA_v91g_hybrid_results.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_smoke_v91g\GUARDED_SMOKE_GA_v91g_20260627_011109\hybrid\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_smoke_v91g\GUARDED_SMOKE_GA_v91g_20260627_011109\hybrid\mat\GUARDED_SMOKE_GA_v91g_hybrid_results.mat,6434,27-jun.-2026 02:20:53,15,"exitflag, fvalGA, gaErrMsg, gaStatus, history, lb, mode, output, population, runtime_seconds, scores, smokeConfig, ub, xGA, x_selected",0,0,0,0,0,0,0,1,OK,,Seed-control smoke validation; not final optimization result.
GUARDED_SMOKE_GA_v91g_gasLP_history_live.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_smoke_v91g\GUARDED_SMOKE_GA_v91g_20260627_011109\gasLP\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_smoke_v91g\GUARDED_SMOKE_GA_v91g_20260627_011109\gasLP\mat\GUARDED_SMOKE_GA_v91g_gasLP_history_live.mat,2360,27-jun.-2026 02:16:30,4,"flag, history, mode, state",0,0,0,0,0,0,0,0,OK,,Seed-control smoke validation; not final optimization result.
GUARDED_SMOKE_GA_v91g_gasLP_results.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_smoke_v91g\GUARDED_SMOKE_GA_v91g_20260627_011109\gasLP\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\guarded_smoke_v91g\GUARDED_SMOKE_GA_v91g_20260627_011109\gasLP\mat\GUARDED_SMOKE_GA_v91g_gasLP_results.mat,6402,27-jun.-2026 02:16:30,15,"exitflag, fvalGA, gaErrMsg, gaStatus, history, lb, mode, output, population, runtime_seconds, scores, smokeConfig, ub, xGA, x_selected",0,0,0,0,0,0,0,1,OK,,Seed-control smoke validation; not final optimization result.
MASTER_PLAN_REALIGNMENT_AUDIT_v634.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\MASTER_PLAN_REALIGNMENT_AUDIT_v634.mat,7460,27-jun.-2026 02:06:40,15,"Tfiles, Tstatus, articleDraftStatus, controls, diagnosis, files, finalDiagnosis633, flags, metrics, outCsv, outFilesCsv, outMat, outMd, outTxt, runDir",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
ARTICLE_CONCLUSIONS_SECTION_DRAFT_v730.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\ARTICLE_CONCLUSIONS_SECTION_DRAFT_v730.mat,6659,27-jun.-2026 01:57:25,19,"T629report, c1_objective, c2_valid_comparison, c3_energy_cost, c4_solar, c5_scope, c6_final, concise_conclusion, flags, mat630, mat632, mat633, mat710, mat720, metrics, outMd, outTxt, runDir, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
ARTICLE_DISCUSSION_SECTION_DRAFT_v720.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\ARTICLE_DISCUSSION_SECTION_DRAFT_v720.mat,7457,27-jun.-2026 01:54:15,21,"T629report, flags, mat630, mat631, mat632, mat633, mat710, metrics, outMd, outTxt, p_closing, p_cost_discussion, p_energy_discussion, p_implication, p_limitation, p_opening, p_physical_interpretation, p_scope, p_solar_discussion, runDir, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
ARTICLE_RESULTS_SECTION_DRAFT_v710.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\ARTICLE_RESULTS_SECTION_DRAFT_v710.mat,6400,27-jun.-2026 01:49:27,18,"T629report, flags, mat630, mat631, mat632, mat633, metrics, outMd, outTxt, p_closing, p_cost, p_energy, p_intro, p_solar, p_table, runDir, table_caption, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
FINAL_POSTRUN_PACKAGE_INDEX_v633.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\FINAL_POSTRUN_PACKAGE_INDEX_v633.mat,10019,27-jun.-2026 01:39:21,13,"T629report, Texec, Tfiles, Tsummary, closeFlags, diagnosis, files, finalDiagnosis, flags, metrics, missingForClose, runDir, x",0,0,0,0,1,0,0,0,OK,,Optimization/front data candidate.
KNOW_06_32_guarded_mode_comparison.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\KNOW_06_32_guarded_mode_comparison.mat,18802,27-jun.-2026 01:36:34,11,"S630, S631, T629report, flags, mat630c, mat631, metrics, outKnow, outTxt, runDir, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
THESIS_ARTICLE_INTERPRETATION_v631.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\THESIS_ARTICLE_INTERPRETATION_v631.mat,7488,27-jun.-2026 01:33:25,15,"T629report, Tsummary, flags, mat630c, metrics, outMd, outTxt, paragraph_conclusion, paragraph_energy, paragraph_hybrid, paragraph_limitations, paragraph_results, paragraph_solar, runDir, x",0,0,0,0,1,0,0,0,OK,,Optimization/front data candidate.
GUARDED_POSTRUN_EVIDENCE_CONSOLIDATED_v630c.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\GUARDED_POSTRUN_EVIDENCE_CONSOLIDATED_v630c.mat,11313,27-jun.-2026 01:28:01,14,"T626main, T626viol, T628direct, T628obj, T629full, T629report, Tfiles, Tsummary, diagnosis, files, flags, metrics, runDir, x",0,0,0,0,1,0,0,0,OK,,Optimization/front data candidate.
POSTRUN_MODE_COMPARISON_WITH_GUARDS_v629.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\POSTRUN_MODE_COMPARISON_WITH_GUARDS_v629.mat,4398,27-jun.-2026 01:07:51,10,"T, Treport, diagnosis, flags, guardFn, metrics, obj628b, runDir, wrap17, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
IMPLEMENT_NONPHYSICAL_PENALTY_WRAPPER_v628b.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\IMPLEMENT_NONPHYSICAL_PENALTY_WRAPPER_v628b.mat,4176,27-jun.-2026 00:51:49,10,"Tdirect, Tobj, diagnosis, dstWrapper, flags, guardFile, obj628b, runDir, traceDir, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
TRACE_v628b_hybrid_selected_solution_tmax.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v628b,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v628b\TRACE_v628b_hybrid_selected_solution_tmax.mat,974251,27-jun.-2026 00:51:23,178,"A_cap, A_sec, ETHA_capt, E_capt, FV_DH_in, HR_DH_in, HR_DH_out, HR_M7, HR_amb, HR_amb_real, HR_busc, HR_sink, I, I_amb_real, I_busc, I_raw_current, Irradiacion, LT_AH, MR, MR_fin, M_des, M_prod, M_prod_fin, Mf, Mi, P_amb, Q_aux, Q_aux_tot, Q_perd_ducto, TRACE_V628B_DIR, TRACE_V628B_MODE, TRACE_V628B_TAG, T_AH1, T_AH2, T_AH3, T_AH4, T_AH5, T_AH6, T_AH7, T_AH8, T_D1, T_D2, T_DH_in, T_DH_out, T_HE1_in, T_HE1_out, T_M1, T_M2, T_M3, T_M4, T_M5, T_M6, T_M7, T_M8, T_M9, T_amb, T_amb_real, T_busc, T_gab, T_ini, T_min, T_prod, T_sink, Tw_vap, Twb, W0, bHR, bI, bT, break_i_v628b, calor_aux, cond_amb, data, dry_time, etha_capt, f_per, guard_diag_v628b, h_AH1, h_AH2, h_AH3, h_AH4, h_AH5, h_AH6, h_AH7, h_AH8, h_D1, h_D2, h_DH_in, h_DH_out, h_HE1_in, h_HE1_out, h_M1, h_M2, h_M3, h_M4, h_M5, h_M6, h_M7, h_M8, h_M9, h_ent, hw_vap, i, irr_diag, j, k, long1, mHR, mI, mT, m_AH1, m_AH2, m_AH3, m_AH4, m_AH5, m_AH6, m_AH7, m_AH8, m_D1, m_D2, m_DH_in, m_DH_out, m_HE1, m_HE1_in, m_HE1_out, m_M1, m_M2, m_M3, m_M4, m_M5, m_M6, m_M7, m_M8, m_M9, m_agua, m_f, m_i, m_max, m_sink, mat, md, mode_operation, mw_DH_in, mw_DH_out, mw_vap, mwf, mwi, nonphysical_v628b, r, r_div1, r_div2, safeMode_v628b, safeTag_v628b, serie, t, t_ant, t_busc, t_ini, t_max, t_post, t_real, t_rec_fin, t_rec_ini, t_step, termination_status_v628b, tiempo, trace_file_v628b, v_DH_in, w_D1, w_D2, w_DH_in, w_DH_out, w_HE1_in, w_M7, w_M8, w_M9, w_amb, w_sink",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
TRACE_v628b_gasLP_selected_solution_tmax.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v628b,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v628b\TRACE_v628b_gasLP_selected_solution_tmax.mat,972217,27-jun.-2026 00:50:57,178,"A_cap, A_sec, ETHA_capt, E_capt, FV_DH_in, HR_DH_in, HR_DH_out, HR_M7, HR_amb, HR_amb_real, HR_busc, HR_sink, I, I_amb_real, I_busc, I_raw_current, Irradiacion, LT_AH, MR, MR_fin, M_des, M_prod, M_prod_fin, Mf, Mi, P_amb, Q_aux, Q_aux_tot, Q_perd_ducto, TRACE_V628B_DIR, TRACE_V628B_MODE, TRACE_V628B_TAG, T_AH1, T_AH2, T_AH3, T_AH4, T_AH5, T_AH6, T_AH7, T_AH8, T_D1, T_D2, T_DH_in, T_DH_out, T_HE1_in, T_HE1_out, T_M1, T_M2, T_M3, T_M4, T_M5, T_M6, T_M7, T_M8, T_M9, T_amb, T_amb_real, T_busc, T_gab, T_ini, T_min, T_prod, T_sink, Tw_vap, Twb, W0, bHR, bI, bT, break_i_v628b, calor_aux, cond_amb, data, dry_time, etha_capt, f_per, guard_diag_v628b, h_AH1, h_AH2, h_AH3, h_AH4, h_AH5, h_AH6, h_AH7, h_AH8, h_D1, h_D2, h_DH_in, h_DH_out, h_HE1_in, h_HE1_out, h_M1, h_M2, h_M3, h_M4, h_M5, h_M6, h_M7, h_M8, h_M9, h_ent, hw_vap, i, irr_diag, j, k, long1, mHR, mI, mT, m_AH1, m_AH2, m_AH3, m_AH4, m_AH5, m_AH6, m_AH7, m_AH8, m_D1, m_D2, m_DH_in, m_DH_out, m_HE1, m_HE1_in, m_HE1_out, m_M1, m_M2, m_M3, m_M4, m_M5, m_M6, m_M7, m_M8, m_M9, m_agua, m_f, m_i, m_max, m_sink, mat, md, mode_operation, mw_DH_in, mw_DH_out, mw_vap, mwf, mwi, nonphysical_v628b, r, r_div1, r_div2, safeMode_v628b, safeTag_v628b, serie, t, t_ant, t_busc, t_ini, t_max, t_post, t_real, t_rec_fin, t_rec_ini, t_step, termination_status_v628b, tiempo, trace_file_v628b, v_DH_in, w_D1, w_D2, w_DH_in, w_DH_out, w_HE1_in, w_M7, w_M8, w_M9, w_amb, w_sink",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
IMPLEMENT_NONPHYSICAL_PENALTY_WRAPPER_v628.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\IMPLEMENT_NONPHYSICAL_PENALTY_WRAPPER_v628.mat,4388,27-jun.-2026 00:46:40,9,"Tdirect, Tobj, diagnosis, dstWrapper, flags, obj628, runDir, traceDir, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
SOLAR_BRANCH_PHYSICAL_GUARD_DESIGN_v627.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\SOLAR_BRANCH_PHYSICAL_GUARD_DESIGN_v627.mat,7659,27-jun.-2026 00:40:49,12,"Tmain, Trules, Tviol, diagnosis, flags, main626, outLog, outMd, outRules, recommendation, runDir, viol626",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
SOLAR_NONPHYSICAL_STATE_GUARD_v626.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\SOLAR_NONPHYSICAL_STATE_GUARD_v626.mat,3920,27-jun.-2026 00:35:36,8,"T, Tviol, diagnosis, dstWrapper, flags, runDir, traceDir, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
