file,folder,path,bytes,modified,nVariables,variable_names,has_formal,has_X,has_F,has_Tsolutions,has_Tsummary,has_Tbounds,has_Tgaopts,has_population_scores,load_status,error_message,article_value
TRACE_v626_solar_selected_solution_workspace.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v626,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v626\TRACE_v626_solar_selected_solution_workspace.mat,967289,27-jun.-2026 00:35:36,176,"A_cap, A_sec, ETHA_capt, E_capt, FV_DH_in, HR_DH_in, HR_DH_out, HR_M7, HR_amb, HR_amb_real, HR_busc, HR_sink, I, I_amb_real, I_busc, I_raw_current, Irradiacion, LT_AH, MR, MR_fin, M_des, M_prod, M_prod_fin, Mf, Mi, P_amb, Q_aux, Q_aux_tot, Q_perd_ducto, TRACE_V626_DIR, TRACE_V626_MODE, TRACE_V626_TAG, T_AH1, T_AH2, T_AH3, T_AH4, T_AH5, T_AH6, T_AH7, T_AH8, T_D1, T_D2, T_DH_in, T_DH_out, T_HE1_in, T_HE1_out, T_M1, T_M2, T_M3, T_M4, T_M5, T_M6, T_M7, T_M8, T_M9, T_amb, T_amb_real, T_busc, T_gab, T_ini, T_min, T_prod, T_sink, Tw_vap, Twb, W0, bHR, bI, bT, break_i_v626, calor_aux, cond_amb, data, dry_time, etha_capt, f_per, h_AH1, h_AH2, h_AH3, h_AH4, h_AH5, h_AH6, h_AH7, h_AH8, h_D1, h_D2, h_DH_in, h_DH_out, h_HE1_in, h_HE1_out, h_M1, h_M2, h_M3, h_M4, h_M5, h_M6, h_M7, h_M8, h_M9, h_ent, hw_vap, i, irr_diag, j, k, long1, mHR, mI, mT, m_AH1, m_AH2, m_AH3, m_AH4, m_AH5, m_AH6, m_AH7, m_AH8, m_D1, m_D2, m_DH_in, m_DH_out, m_HE1, m_HE1_in, m_HE1_out, m_M1, m_M2, m_M3, m_M4, m_M5, m_M6, m_M7, m_M8, m_M9, m_agua, m_f, m_i, m_max, m_sink, mat, md, mode_operation, mw_DH_in, mw_DH_out, mw_vap, mwf, mwi, r, r_div1, r_div2, safeMode_v626, safeTag_v626, serie, t, t_ant, t_busc, t_ini, t_max, t_post, t_real, t_rec_fin, t_rec_ini, t_step, termination_status_v626, tiempo, trace_file_v626, v_DH_in, w_D1, w_D2, w_DH_in, w_DH_out, w_HE1_in, w_M7, w_M8, w_M9, w_amb, w_sink",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
TRACE_v626_hybrid_selected_solution_workspace.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v626,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v626\TRACE_v626_hybrid_selected_solution_workspace.mat,973773,27-jun.-2026 00:35:26,176,"A_cap, A_sec, ETHA_capt, E_capt, FV_DH_in, HR_DH_in, HR_DH_out, HR_M7, HR_amb, HR_amb_real, HR_busc, HR_sink, I, I_amb_real, I_busc, I_raw_current, Irradiacion, LT_AH, MR, MR_fin, M_des, M_prod, M_prod_fin, Mf, Mi, P_amb, Q_aux, Q_aux_tot, Q_perd_ducto, TRACE_V626_DIR, TRACE_V626_MODE, TRACE_V626_TAG, T_AH1, T_AH2, T_AH3, T_AH4, T_AH5, T_AH6, T_AH7, T_AH8, T_D1, T_D2, T_DH_in, T_DH_out, T_HE1_in, T_HE1_out, T_M1, T_M2, T_M3, T_M4, T_M5, T_M6, T_M7, T_M8, T_M9, T_amb, T_amb_real, T_busc, T_gab, T_ini, T_min, T_prod, T_sink, Tw_vap, Twb, W0, bHR, bI, bT, break_i_v626, calor_aux, cond_amb, data, dry_time, etha_capt, f_per, h_AH1, h_AH2, h_AH3, h_AH4, h_AH5, h_AH6, h_AH7, h_AH8, h_D1, h_D2, h_DH_in, h_DH_out, h_HE1_in, h_HE1_out, h_M1, h_M2, h_M3, h_M4, h_M5, h_M6, h_M7, h_M8, h_M9, h_ent, hw_vap, i, irr_diag, j, k, long1, mHR, mI, mT, m_AH1, m_AH2, m_AH3, m_AH4, m_AH5, m_AH6, m_AH7, m_AH8, m_D1, m_D2, m_DH_in, m_DH_out, m_HE1, m_HE1_in, m_HE1_out, m_M1, m_M2, m_M3, m_M4, m_M5, m_M6, m_M7, m_M8, m_M9, m_agua, m_f, m_i, m_max, m_sink, mat, md, mode_operation, mw_DH_in, mw_DH_out, mw_vap, mwf, mwi, r, r_div1, r_div2, safeMode_v626, safeTag_v626, serie, t, t_ant, t_busc, t_ini, t_max, t_post, t_real, t_rec_fin, t_rec_ini, t_step, termination_status_v626, tiempo, trace_file_v626, v_DH_in, w_D1, w_D2, w_DH_in, w_DH_out, w_HE1_in, w_M7, w_M8, w_M9, w_amb, w_sink",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
TRACE_v626_gasLP_selected_solution_workspace.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v626,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v626\TRACE_v626_gasLP_selected_solution_workspace.mat,971768,27-jun.-2026 00:35:17,176,"A_cap, A_sec, ETHA_capt, E_capt, FV_DH_in, HR_DH_in, HR_DH_out, HR_M7, HR_amb, HR_amb_real, HR_busc, HR_sink, I, I_amb_real, I_busc, I_raw_current, Irradiacion, LT_AH, MR, MR_fin, M_des, M_prod, M_prod_fin, Mf, Mi, P_amb, Q_aux, Q_aux_tot, Q_perd_ducto, TRACE_V626_DIR, TRACE_V626_MODE, TRACE_V626_TAG, T_AH1, T_AH2, T_AH3, T_AH4, T_AH5, T_AH6, T_AH7, T_AH8, T_D1, T_D2, T_DH_in, T_DH_out, T_HE1_in, T_HE1_out, T_M1, T_M2, T_M3, T_M4, T_M5, T_M6, T_M7, T_M8, T_M9, T_amb, T_amb_real, T_busc, T_gab, T_ini, T_min, T_prod, T_sink, Tw_vap, Twb, W0, bHR, bI, bT, break_i_v626, calor_aux, cond_amb, data, dry_time, etha_capt, f_per, h_AH1, h_AH2, h_AH3, h_AH4, h_AH5, h_AH6, h_AH7, h_AH8, h_D1, h_D2, h_DH_in, h_DH_out, h_HE1_in, h_HE1_out, h_M1, h_M2, h_M3, h_M4, h_M5, h_M6, h_M7, h_M8, h_M9, h_ent, hw_vap, i, irr_diag, j, k, long1, mHR, mI, mT, m_AH1, m_AH2, m_AH3, m_AH4, m_AH5, m_AH6, m_AH7, m_AH8, m_D1, m_D2, m_DH_in, m_DH_out, m_HE1, m_HE1_in, m_HE1_out, m_M1, m_M2, m_M3, m_M4, m_M5, m_M6, m_M7, m_M8, m_M9, m_agua, m_f, m_i, m_max, m_sink, mat, md, mode_operation, mw_DH_in, mw_DH_out, mw_vap, mwf, mwi, r, r_div1, r_div2, safeMode_v626, safeTag_v626, serie, t, t_ant, t_busc, t_ini, t_max, t_post, t_real, t_rec_fin, t_rec_ini, t_step, termination_status_v626, tiempo, trace_file_v626, v_DH_in, w_D1, w_D2, w_DH_in, w_DH_out, w_HE1_in, w_M7, w_M8, w_M9, w_amb, w_sink",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
SOLAR_HYBRID_DOMINANCE_TRACE_v625.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\SOLAR_HYBRID_DOMINANCE_TRACE_v625.mat,5036,27-jun.-2026 00:28:00,8,"T, Ttrace, diagnosis, dstWrapper, flags, runDir, traceDir, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
TRACE_v625_solar_selected_solution_workspace.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v625,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v625\TRACE_v625_solar_selected_solution_workspace.mat,967292,27-jun.-2026 00:28:00,176,"A_cap, A_sec, ETHA_capt, E_capt, FV_DH_in, HR_DH_in, HR_DH_out, HR_M7, HR_amb, HR_amb_real, HR_busc, HR_sink, I, I_amb_real, I_busc, I_raw_current, Irradiacion, LT_AH, MR, MR_fin, M_des, M_prod, M_prod_fin, Mf, Mi, P_amb, Q_aux, Q_aux_tot, Q_perd_ducto, TRACE_V625_DIR, TRACE_V625_MODE, TRACE_V625_TAG, T_AH1, T_AH2, T_AH3, T_AH4, T_AH5, T_AH6, T_AH7, T_AH8, T_D1, T_D2, T_DH_in, T_DH_out, T_HE1_in, T_HE1_out, T_M1, T_M2, T_M3, T_M4, T_M5, T_M6, T_M7, T_M8, T_M9, T_amb, T_amb_real, T_busc, T_gab, T_ini, T_min, T_prod, T_sink, Tw_vap, Twb, W0, bHR, bI, bT, break_i_v625, calor_aux, cond_amb, data, dry_time, etha_capt, f_per, h_AH1, h_AH2, h_AH3, h_AH4, h_AH5, h_AH6, h_AH7, h_AH8, h_D1, h_D2, h_DH_in, h_DH_out, h_HE1_in, h_HE1_out, h_M1, h_M2, h_M3, h_M4, h_M5, h_M6, h_M7, h_M8, h_M9, h_ent, hw_vap, i, irr_diag, j, k, long1, mHR, mI, mT, m_AH1, m_AH2, m_AH3, m_AH4, m_AH5, m_AH6, m_AH7, m_AH8, m_D1, m_D2, m_DH_in, m_DH_out, m_HE1, m_HE1_in, m_HE1_out, m_M1, m_M2, m_M3, m_M4, m_M5, m_M6, m_M7, m_M8, m_M9, m_agua, m_f, m_i, m_max, m_sink, mat, md, mode_operation, mw_DH_in, mw_DH_out, mw_vap, mwf, mwi, r, r_div1, r_div2, safeMode_v625, safeTag_v625, serie, t, t_ant, t_busc, t_ini, t_max, t_post, t_real, t_rec_fin, t_rec_ini, t_step, termination_status_v625, tiempo, trace_file_v625, v_DH_in, w_D1, w_D2, w_DH_in, w_DH_out, w_HE1_in, w_M7, w_M8, w_M9, w_amb, w_sink",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
TRACE_v625_hybrid_selected_solution_workspace.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v625,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v625\TRACE_v625_hybrid_selected_solution_workspace.mat,973776,27-jun.-2026 00:27:51,176,"A_cap, A_sec, ETHA_capt, E_capt, FV_DH_in, HR_DH_in, HR_DH_out, HR_M7, HR_amb, HR_amb_real, HR_busc, HR_sink, I, I_amb_real, I_busc, I_raw_current, Irradiacion, LT_AH, MR, MR_fin, M_des, M_prod, M_prod_fin, Mf, Mi, P_amb, Q_aux, Q_aux_tot, Q_perd_ducto, TRACE_V625_DIR, TRACE_V625_MODE, TRACE_V625_TAG, T_AH1, T_AH2, T_AH3, T_AH4, T_AH5, T_AH6, T_AH7, T_AH8, T_D1, T_D2, T_DH_in, T_DH_out, T_HE1_in, T_HE1_out, T_M1, T_M2, T_M3, T_M4, T_M5, T_M6, T_M7, T_M8, T_M9, T_amb, T_amb_real, T_busc, T_gab, T_ini, T_min, T_prod, T_sink, Tw_vap, Twb, W0, bHR, bI, bT, break_i_v625, calor_aux, cond_amb, data, dry_time, etha_capt, f_per, h_AH1, h_AH2, h_AH3, h_AH4, h_AH5, h_AH6, h_AH7, h_AH8, h_D1, h_D2, h_DH_in, h_DH_out, h_HE1_in, h_HE1_out, h_M1, h_M2, h_M3, h_M4, h_M5, h_M6, h_M7, h_M8, h_M9, h_ent, hw_vap, i, irr_diag, j, k, long1, mHR, mI, mT, m_AH1, m_AH2, m_AH3, m_AH4, m_AH5, m_AH6, m_AH7, m_AH8, m_D1, m_D2, m_DH_in, m_DH_out, m_HE1, m_HE1_in, m_HE1_out, m_M1, m_M2, m_M3, m_M4, m_M5, m_M6, m_M7, m_M8, m_M9, m_agua, m_f, m_i, m_max, m_sink, mat, md, mode_operation, mw_DH_in, mw_DH_out, mw_vap, mwf, mwi, r, r_div1, r_div2, safeMode_v625, safeTag_v625, serie, t, t_ant, t_busc, t_ini, t_max, t_post, t_real, t_rec_fin, t_rec_ini, t_step, termination_status_v625, tiempo, trace_file_v625, v_DH_in, w_D1, w_D2, w_DH_in, w_DH_out, w_HE1_in, w_M7, w_M8, w_M9, w_amb, w_sink",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
TRACE_v625_gasLP_selected_solution_workspace.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v625,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\trace_v625\TRACE_v625_gasLP_selected_solution_workspace.mat,971771,27-jun.-2026 00:27:42,176,"A_cap, A_sec, ETHA_capt, E_capt, FV_DH_in, HR_DH_in, HR_DH_out, HR_M7, HR_amb, HR_amb_real, HR_busc, HR_sink, I, I_amb_real, I_busc, I_raw_current, Irradiacion, LT_AH, MR, MR_fin, M_des, M_prod, M_prod_fin, Mf, Mi, P_amb, Q_aux, Q_aux_tot, Q_perd_ducto, TRACE_V625_DIR, TRACE_V625_MODE, TRACE_V625_TAG, T_AH1, T_AH2, T_AH3, T_AH4, T_AH5, T_AH6, T_AH7, T_AH8, T_D1, T_D2, T_DH_in, T_DH_out, T_HE1_in, T_HE1_out, T_M1, T_M2, T_M3, T_M4, T_M5, T_M6, T_M7, T_M8, T_M9, T_amb, T_amb_real, T_busc, T_gab, T_ini, T_min, T_prod, T_sink, Tw_vap, Twb, W0, bHR, bI, bT, break_i_v625, calor_aux, cond_amb, data, dry_time, etha_capt, f_per, h_AH1, h_AH2, h_AH3, h_AH4, h_AH5, h_AH6, h_AH7, h_AH8, h_D1, h_D2, h_DH_in, h_DH_out, h_HE1_in, h_HE1_out, h_M1, h_M2, h_M3, h_M4, h_M5, h_M6, h_M7, h_M8, h_M9, h_ent, hw_vap, i, irr_diag, j, k, long1, mHR, mI, mT, m_AH1, m_AH2, m_AH3, m_AH4, m_AH5, m_AH6, m_AH7, m_AH8, m_D1, m_D2, m_DH_in, m_DH_out, m_HE1, m_HE1_in, m_HE1_out, m_M1, m_M2, m_M3, m_M4, m_M5, m_M6, m_M7, m_M8, m_M9, m_agua, m_f, m_i, m_max, m_sink, mat, md, mode_operation, mw_DH_in, mw_DH_out, mw_vap, mwf, mwi, r, r_div1, r_div2, safeMode_v625, safeTag_v625, serie, t, t_ant, t_busc, t_ini, t_max, t_post, t_real, t_rec_fin, t_rec_ini, t_step, termination_status_v625, tiempo, trace_file_v625, v_DH_in, w_D1, w_D2, w_DH_in, w_DH_out, w_HE1_in, w_M7, w_M8, w_M9, w_amb, w_sink",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
WRAPPER_INTERNAL_STATE_TRACE_v624.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\WRAPPER_INTERNAL_STATE_TRACE_v624.mat,3134,27-jun.-2026 00:15:33,8,"T, diagnosis, dstWrapper, flags, obj624, runDir, traceDir, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
DRYNESS_THRESHOLD_INDEX_AUDIT_v623.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\DRYNESS_THRESHOLD_INDEX_AUDIT_v623.mat,2604,27-jun.-2026 00:09:10,7,"T, diagnosis, dstWrapper, flags, obj623, runDir, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
FINAL_STATE_AND_COST_SANITY_v622.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\FINAL_STATE_AND_COST_SANITY_v622.mat,2808,27-jun.-2026 00:03:47,8,"T, diagnosis, flags, obj611, obj622, runDir, wrapperV11, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
SOLAR_BRANCH_LINE_INSPECTION_v620.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\logs,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\logs\SOLAR_BRANCH_LINE_INSPECTION_v620.mat,22563,26-jun.-2026 23:35:52,3,"T, files, patterns",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
SOLAR_MODE_WRAPPER_AUDIT_v619.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\SOLAR_MODE_WRAPPER_AUDIT_v619.mat,2408,26-jun.-2026 23:33:07,1,"audit",0,0,0,0,0,0,0,0,OK,,Traceability / supporting output.
SOLAR_MODE_SANITY_CHECK_v618.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\SOLAR_MODE_SANITY_CHECK_v618.mat,3100,26-jun.-2026 23:26:39,5,"Tcheck, flags, preliminary_diagnosis, runDir, x_selected",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
POSTRUN_MODE_COMPARISON_REPAIR_v617.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\POSTRUN_MODE_COMPARISON_REPAIR_v617.mat,2482,26-jun.-2026 23:15:28,5,"Tmode, Tsel, repairedFile, runDir, x",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
GA_HISTORY_CORRECTED_v614b.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\GA_HISTORY_CORRECTED_v614b.mat,760,26-jun.-2026 22:53:54,1,"ga_history",0,0,0,0,0,0,0,0,OK,,Traceability / supporting output.
PRODUCTIVE_GA_CAPTURE_CORRECTED_v614b.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\PRODUCTIVE_GA_CAPTURE_CORRECTED_v614b.mat,33970,26-jun.-2026 22:53:54,17,"T_fig20, T_fig21, T_mode, T_pareto, T_population, T_required, T_scores, T_selected, capture, cfg, exitflag, files, final_population, final_scores, ga_history, output, runctx",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
PRODUCTIVE_GA_CONFIGURATION_CORRECTED_v614b.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\PRODUCTIVE_GA_CORRECTED_v614_20260626_175217\mat\PRODUCTIVE_GA_CONFIGURATION_CORRECTED_v614b.mat,14937,26-jun.-2026 22:53:54,2,"cfg, runctx",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
GA_HISTORY_CORRECTED_v614b.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\SYNTHETIC_CAPTURE_TEST_20260626_123619\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\SYNTHETIC_CAPTURE_TEST_20260626_123619\mat\GA_HISTORY_CORRECTED_v614b.mat,361,26-jun.-2026 13:36:19,1,"ga_history",0,0,0,0,0,0,0,0,OK,,Traceability / supporting output.
PRODUCTIVE_GA_CAPTURE_CORRECTED_v614b.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\SYNTHETIC_CAPTURE_TEST_20260626_123619\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\SYNTHETIC_CAPTURE_TEST_20260626_123619\mat\PRODUCTIVE_GA_CAPTURE_CORRECTED_v614b.mat,13817,26-jun.-2026 13:36:19,17,"T_fig20, T_fig21, T_mode, T_pareto, T_population, T_required, T_scores, T_selected, capture, cfg, exitflag, files, final_population, final_scores, ga_history, output, runctx",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
PRODUCTIVE_GA_CONFIGURATION_CORRECTED_v614b.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\SYNTHETIC_CAPTURE_TEST_20260626_123619\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\SYNTHETIC_CAPTURE_TEST_20260626_123619\mat\PRODUCTIVE_GA_CONFIGURATION_CORRECTED_v614b.mat,6615,26-jun.-2026 13:36:19,2,"cfg, runctx",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
GA_HISTORY_CORRECTED_v614b.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\SYNTHETIC_CAPTURE_TEST_20260626_123237\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\SYNTHETIC_CAPTURE_TEST_20260626_123237\mat\GA_HISTORY_CORRECTED_v614b.mat,361,26-jun.-2026 13:32:37,1,"ga_history",0,0,0,0,0,0,0,0,OK,,Traceability / supporting output.
PRODUCTIVE_GA_CAPTURE_CORRECTED_v614b.mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\SYNTHETIC_CAPTURE_TEST_20260626_123237\mat,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\05_runs\productive_v614b\SYNTHETIC_CAPTURE_TEST_20260626_123237\mat\PRODUCTIVE_GA_CAPTURE_CORRECTED_v614b.mat,13830,26-jun.-2026 13:32:37,17,"T_fig20, T_fig21, T_mode, T_pareto, T_population, T_required, T_scores, T_selected, capture, cfg, exitflag, files, final_population, final_scores, ga_history, output, runctx",0,0,0,0,0,0,0,0,OK,,Optimization/front data candidate.
