replicate_id,seed,run_status,diagnosis,runtime_h_runner,runtime_h_formal,exitflag,nSolutions,nFiniteRows,nPenaltyRows,minMR,minCost,minCO2,has_admissible_MR,best_compromise_index,best_compromise_MR,best_compromise_cost,best_compromise_CO2,best_compromise_score,H2_like,output_mat
R1,61001,OK,TRIOBJECTIVE_FORMAL_RUN_EXECUTION_COMPLETED_PASS,11.6945133953333,NaN,NaN,9,9,0,0.0156236054537976,0.251596212109808,0.855920497066311,1,6,0.0302664697846254,0.296461464813736,1.29082818847536,0.527870083481078,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\runs\MINREP_SEED_CONTROLLED_RUN_v96z_20260628_024351\R1\MINREP_R1_seed_61001_formal_output.mat
R2,61002,OK,TRIOBJECTIVE_FORMAL_RUN_EXECUTION_COMPLETED_PASS,17.2251848315556,NaN,NaN,9,9,0,0.0156236054537976,0.251596212109808,0.855920497066311,1,6,0.0302664697846254,0.296461464813736,1.29082818847536,0.527870083481078,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\runs\MINREP_SEED_CONTROLLED_RUN_v96z_20260628_024351\R2\MINREP_R2_seed_61002_formal_output.mat
R3,61003,OK,TRIOBJECTIVE_FORMAL_RUN_EXECUTION_COMPLETED_PASS,21.2164568624444,NaN,NaN,9,9,0,0.0156236054537976,0.251596212109808,0.855920497066311,1,6,0.0302664697846254,0.296461464813736,1.29082818847536,0.527870083481078,1,C:\Users\PC\MATLAB Drive\modelo_deshidratador_GA_chile_red_controlado_v1_3_HYBRID_IRR_COMPARE_CONSOLIDADA\06_manuscript\article_Q1\runs\MINREP_SEED_CONTROLLED_RUN_v96z_20260628_024351\R3\MINREP_R3_seed_61003_formal_output.mat
