solution_index,m_max,T_min,r_div2,t_rec_ini,MR,cost_specific_USD_per_kgwater,CO2_specific_kgCO2_per_kgwater,MR_feasible_010,cost_reduction_vs_gasLP_pct,CO2_reduction_vs_gasLP_pct
1,0.0700461425280302,60.1565917725028,0.768305386189501,12.8784609406904,0.161225992904947,0.246303839698573,0.893115176231881,0,34.8191452298643,46.8709550052665
2,0.0865927146568097,67.6658982743683,0.78750580887165,13.2180156463987,0.0197267787213714,0.335688342051828,1.49524015144692,1,11.1647910236186,11.0521426594478
3,0.0755184246822468,65.0538554446214,0.788632420409064,12.8744680049588,0.0582807544013254,0.277021807638618,1.1599939785415,1,26.6900660828072,30.9950452979983
4,0.0818990677812201,67.5094518958229,0.787674987964523,13.1934979375459,0.0245769193619495,0.314637333357563,1.38628426083216,1,16.7356450636733,17.5336386287986
5,0.0790661252821967,65.6962846117637,0.7885876981734,13.1945228900698,0.043640293266369,0.293914197705141,1.25935874703592,1,22.2197321042787,25.0840996588204
6,0.0705845726672518,61.4654089583179,0.726959870068496,13.4922822522542,0.12769549843673,0.251604293846146,0.956449561392869,0,33.4164544215051,43.1033609832629
7,0.0705015592632958,64.4291630767116,0.742590225104149,13.2547748075382,0.0761725501036987,0.258768636265087,1.05272232979027,1,31.5205117382567,37.3763502011451
8,0.0888102357883731,67.6709356051321,0.697380254326683,13.5407018964781,0.0173091930302962,0.355977305036916,1.59725192556892,1,5.79560168663514,4.98373369993685
9,0.0922636604667417,67.675076369967,0.432994031553454,13.828920062323,0.014734459102959,0.400134038181544,1.81565093840689,1,-5.88985808429636,-8.00824235048567
