h_id,c_id,exact_classification,h_f1,h_f2,h_f3,c_f1,c_f2,c_f3,delta_f1_C_minus_H,delta_f2_C_minus_H,delta_f3_C_minus_H,abs_delta_f1,abs_delta_f2,abs_delta_f3,tau_f1,tau_f2,tau_f3,near_tie_f1,near_tie_f2,near_tie_f3,near_tie_objective_count_pair,pair_has_near_tie,strict_improvement_objectives,dominance_relation_numerically_fragile
H08,C08,H_DOMINATES_C,0.017309193030289972,0.25205272041996435,0.6081095946589916,0.018219453240328243,0.2547257477103099,0.6152099405567468,0.000910260210038271,0.0026730272903455754,0.007100345897755211,0.000910260210038271,0.0026730272903455754,0.007100345897755211,1e-12,1e-12,1e-12,False,False,False,0,False,f1;f2;f3,False
H08,C09,INCOMPARABLE,0.017309193030289972,0.25205272041996435,0.6081095946589916,0.06592893450793702,0.1898535301772997,0.43793525200889427,0.04861974147764705,-0.062199190242664654,-0.17017434265009734,0.04861974147764705,0.062199190242664654,0.17017434265009734,1e-12,1e-12,1e-12,False,False,False,0,False,,NOT_APPLICABLE
H09,C01,INCOMPARABLE,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.015163555853391462,0.2712071587404825,0.6595831664180842,0.0004290967504334813,-0.010550704786516096,-0.028301307909332052,0.0004290967504334813,0.010550704786516096,0.028301307909332052,1e-12,1e-12,1e-12,False,False,False,0,False,,NOT_APPLICABLE
H09,C02,INCOMPARABLE,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.0955252717045421,0.18471976529485853,0.4218617884956555,0.08079081260158412,-0.09703809823214007,-0.2660226858317608,0.08079081260158412,0.09703809823214007,0.2660226858317608,1e-12,1e-12,1e-12,False,False,False,0,False,,NOT_APPLICABLE
H09,C03,INCOMPARABLE,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.0976824159460894,0.18475249104828215,0.42177467537964236,0.08294795684313142,-0.09700537247871646,-0.2661097989477739,0.08294795684313142,0.09700537247871646,0.2661097989477739,1e-12,1e-12,1e-12,False,False,False,0,False,,NOT_APPLICABLE
H09,C04,INCOMPARABLE,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.035509414628851016,0.19958292469520714,0.4662395996524617,0.020774955525893035,-0.08217493883179147,-0.22164487467495458,0.020774955525893035,0.08217493883179147,0.22164487467495458,1e-12,1e-12,1e-12,False,False,False,0,False,,NOT_APPLICABLE
H09,C05,INCOMPARABLE,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.028886799370315748,0.21733365919792744,0.5142727514952378,0.014152340267357767,-0.06442420432907117,-0.17361172283217852,0.014152340267357767,0.06442420432907117,0.17361172283217852,1e-12,1e-12,1e-12,False,False,False,0,False,,NOT_APPLICABLE
H09,C06,INCOMPARABLE,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.02239970549598287,0.2413384494217395,0.5790487923268146,0.0076652463930248875,-0.04041941410525912,-0.10883568200060167,0.0076652463930248875,0.04041941410525912,0.10883568200060167,1e-12,1e-12,1e-12,False,False,False,0,False,,NOT_APPLICABLE
H09,C07,INCOMPARABLE,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.026511805459522943,0.22338322638493963,0.5306495452737388,0.011777346356564963,-0.05837463714205898,-0.15723492905367753,0.011777346356564963,0.05837463714205898,0.15723492905367753,1e-12,1e-12,1e-12,False,False,False,0,False,,NOT_APPLICABLE
H09,C08,INCOMPARABLE,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.018219453240328243,0.2547257477103099,0.6152099405567468,0.0034849941373702627,-0.027032115816688684,-0.07267453377066946,0.0034849941373702627,0.027032115816688684,0.07267453377066946,1e-12,1e-12,1e-12,False,False,False,0,False,,NOT_APPLICABLE
