source,variable,unit,n,min,max,mean,median,std,std_convention,range,q1,q3,IQR,quartile_convention,lb,ub,occupied_range,occupied_range_normalized,min_distance_to_lb,max_distance_to_lb,min_distance_to_ub,max_distance_to_ub,min_normalized_distance_to_lb,max_normalized_distance_to_lb,min_normalized_distance_to_ub,max_normalized_distance_to_ub
HIST_R1_REEVAL,m_max,kg/s,9,0.07004614252803018,0.09226366046674171,0.07947583367957398,0.0790661252821967,0.007968840574159215,POPULATION_DDOF_0,0.02221751793871153,0.07058457266725175,0.08659271465680966,0.01600814198955791,HYNDMAN_FAN_TYPE_7,0.0540767982118,0.0940767982118,0.02221751793871153,0.5554379484677884,0.015969344316230177,0.03818686225494171,0.0018131377450582853,0.024030655683769817,0.3992336079057545,0.9546715563735428,0.04532844362645714,0.6007663920942455
HIST_R1_REEVAL,T_min,degC,9,60.15659177250276,67.67507636996699,65.25807400102308,65.69628461176374,2.663756283922337,POPULATION_DDOF_0,7.51848459746423,64.42916307671156,67.6658982743683,3.236735197656742,HYNDMAN_FAN_TYPE_7,57.6832965028,67.6832965028,7.51848459746423,0.7518484597464224,2.47329526970276,9.99177986716699,0.008220132833017146,7.526704730297247,0.24732952697027583,0.9991779867166983,0.000822013283301714,0.7526704730297242
HIST_R1_REEVAL,r_div2,dimensionless,9,0.4329940315534536,0.7886324204090642,0.7245145202956578,0.7683053861895014,0.10757139173211419,POPULATION_DDOF_0,0.3556383888556106,0.7269598700684959,0.7876749879645232,0.06071511789602724,HYNDMAN_FAN_TYPE_7,0.422252618341,0.922252618341,0.3556383888556106,0.7112767777112212,0.010741413212453643,0.36637980206806425,0.1336201979319358,0.4892585867875464,0.021482826424907286,0.7327596041361285,0.2672403958638716,0.9785171735750928
HIST_R1_REEVAL,t_rec_ini,h,9,12.874468004958777,13.828920062323046,13.27507160425079,13.218015646398698,0.29041751462687654,POPULATION_DDOF_0,0.9544520573642696,13.19349793754591,13.492282252254155,0.29878431470824474,HYNDMAN_FAN_TYPE_7,8.6517528081,14.0,0.9544520573642696,0.17846072238579425,4.222715196858777,5.177167254223047,0.17107993767695362,1.1255319950412233,0.7895512390029656,0.9680119613887599,0.03198803861124009,0.21044876099703433
CORRECTED_R1,m_max,kg/s,9,0.07030622207887646,0.09196575110224327,0.078152335134518,0.0745255561018371,0.007857247014142237,POPULATION_DDOF_0,0.021659529023366805,0.07140125721989252,0.08659460714476468,0.01519334992487216,HYNDMAN_FAN_TYPE_7,0.0540767982118,0.0940767982118,0.021659529023366805,0.5414882255841702,0.01622942386707646,0.037888952890443264,0.0021110471095567296,0.023770576132923535,0.40573559667691156,0.9472238222610817,0.05277617773891825,0.5942644033230885
CORRECTED_R1,T_min,degC,9,63.44027512273146,67.65755110655658,66.28243800616582,67.31301662947347,1.6788594726084294,POPULATION_DDOF_0,4.217275983825125,65.05242871507167,67.57204251011204,2.519613795040371,HYNDMAN_FAN_TYPE_7,57.6832965028,67.6832965028,4.217275983825125,0.4217275983825122,5.756978619931459,9.974254603756584,0.025745396243422647,4.243021380068548,0.5756978619931455,0.9974254603756577,0.002574539624342263,0.4243021380068545
CORRECTED_R1,r_div2,dimensionless,9,0.47590397723782835,0.7570464054756546,0.6314146085380549,0.6385804527785922,0.1034233297697593,POPULATION_DDOF_0,0.28114242823782626,0.5283722219216369,0.7371394024518659,0.20876718053022902,HYNDMAN_FAN_TYPE_7,0.422252618341,0.922252618341,0.28114242823782626,0.5622848564756525,0.05365135889682837,0.33479378713465463,0.16520621286534543,0.4463486411031717,0.10730271779365674,0.6695875742693093,0.33041242573069085,0.8926972822063434
CORRECTED_R1,t_rec_ini,h,9,12.049733128721769,13.20509644876919,12.580004791578768,12.602894710244598,0.36885160935009614,POPULATION_DDOF_0,1.155363320047421,12.301983296838864,12.742713708376002,0.4407304115371371,HYNDMAN_FAN_TYPE_7,8.6517528081,14.0,1.155363320047421,0.21602653703015742,3.3979803206217696,4.5533436406691905,0.79490355123081,1.950266871278231,0.6353446650274619,0.8513712020576193,0.14862879794238068,0.3646553349725381
